"Nombre d'incendies suivant les critères de sélection : 21141"
"Critères de sélection =>";"Date de première alerte, de : 2025-01-01 00:00:00";"Date de première alerte, jusqu'à : 2025-12-31 23:59:00";"France entière"
Année;Numéro;Département;"Code INSEE";"Nom de la commune";"Date de première alerte";"Surface parcourue (m2)";"Surface forêt (m2)";"Surface maquis garrigues (m2)";"Autres surfaces naturelles hors forêt (m2)";"Surfaces agricoles (m2)";"Autres surfaces (m2)";"Surface autres terres boisées (m2)";"Surfaces non boisées naturelles (m2)";"Surfaces non boisées artificialisées (m2)";"Surfaces non boisées (m2)";"Précision des surfaces";"Type de peuplement";Nature;"Décès ou bâtiments touchés";"Nombre de décès";"Nombre de bâtiments totalement détruits";"Nombre de bâtiments partiellement détruits";"Précision de la donnée"
2025;14474;"87";"87002";"Ambazac";"2025-05-19 05:41:07";5;0;;0;0;5;;;;;"Mesurées";;;"Non";0;0;0;""
2025;1213;"71";"71484";"Saint-Usuge";"2025-05-19 10:12:00";5;0;;0;0;5;;;;;"Estimées";;"Accidentelle";"Non";;;;""
2025;1364;"53";"53096";"Ernée";"2025-05-19 10:42:00";1;0;;1;0;0;;;;;"Estimées";;;"Non";;;;""
2025;20547;"35";"35072";"Châtillon-en-Vendelais";"2025-05-19 10:55:00";15;0;;0;0;15;;;;;"Estimées";;;"Non";;;;""
2025;21273;"77";"77495";"Vert-Saint-Denis";"2025-05-19 11:24:04";10;10;;0;0;0;;;;;"Estimées";;;"Non";0;0;0;""
2025;18667;"38";"38157";"Estrablin";"2025-05-19 11:41:00";10;0;;10;0;0;;;;;"Estimées";;;"Non";;;;""
2025;4239;"57";"57226";"Fontoy";"2025-05-19 12:14:44";20;0;;20;0;0;;;;;"Estimées";;"Accidentelle";"Non";0;0;0;""
2025;11131;"72";"72187";"Marigné-Laillé";"2025-05-19 12:50:00";4000;4000;;0;0;0;;;;;"Estimées";;;"Non";;;;""
2025;1942;"51";"51483";"Saint-Gibrien";"2025-05-19 13:21:00";300;0;;0;0;300;;;;;"Estimées";;;"Non";;;;""
2025;18351;"61";"61399";"Saint-Gervais-des-Sablons";"2025-05-19 13:31:00";30000;0;;30000;0;0;;;;;"Estimées";;;"Non";;;;""
2025;2708;"49";"49174";"Huillé-Lézigné";"2025-05-19 13:38:00";5000;0;;0;5000;0;;;;;"Estimées";;;"Non";;;;""
2025;17132;"30";"30034";"Bellegarde";"2025-05-19 13:58:00";1000;0;0;1000;0;0;;;;;"Estimées";;;"Non";0;0;0;""
2025;3962;"41";"41220";"Saint-Laurent-Nouan";"2025-05-19 14:04:00";100;0;;0;0;100;;;;;"Estimées";;;"Non";;;;""
2025;4240;"57";"57757";"Yutz";"2025-05-19 14:17:31";150;0;;150;0;0;;;;;"Estimées";;"Involontaire (travaux)";"Non";0;0;0;""
2025;4241;"57";"57724";"Vitry-sur-Orne";"2025-05-19 14:19:33";15;0;;15;0;0;;;;;"Estimées";;"Involontaire (travaux)";"Non";0;0;0;""
2025;4242;"57";"57647";"Serémange-Erzange";"2025-05-19 14:21:57";2;0;;2;0;0;;;;;"Estimées";;"Involontaire (travaux)";"Non";0;0;0;""
2025;1880;"66";"66136";"Perpignan";"2025-05-19 14:33:00";2;0;0;0;2;0;;;;;"Estimées";;"Involontaire (particulier)";"Non";;;;""
2025;11384;"72";"72378";"Vion";"2025-05-19 15:09:00";100;0;;100;0;0;;;;;"Estimées";;;"Non";;;;""
2025;1365;"53";"53172";"Origné";"2025-05-19 15:10:00";10000;0;;0;10000;0;;;;;"Mesurées";;"Involontaire (travaux)";"Non";;;;""
2025;4516;"74";"74056";"Chamonix-Mont-Blanc";"2025-05-19 15:17:00";1000;1000;;0;0;0;;;;;"Estimées";;"Involontaire (particulier)";"Non";;;;""
2025;20548;"35";"35057";"La Chapelle-Bouëxic";"2025-05-19 15:35:00";50;0;;0;50;0;;;;;"Estimées";;;"Non";;;;""
2025;4243;"57";"57712";"Vic-sur-Seille";"2025-05-19 15:36:25";400;0;;400;0;0;;;;;"Estimées";;"Involontaire (travaux)";"Non";0;0;0;""
2025;4517;"74";"74119";"Évian-les-Bains";"2025-05-19 15:40:00";4;0;;0;0;4;;;;;"Estimées";;"Involontaire (travaux)";"Non";;;;""
2025;5254;"90";"90008";"Bavilliers";"2025-05-19 15:44:00";60;0;;60;0;0;;;;;"Estimées";;"Malveillance";"Non";;;;""
2025;11322;"72";"72274";"Saint-Christophe-en-Champagne";"2025-05-19 15:47:00";6000;0;;6000;0;0;;;;;"Estimées";;;"Non";;;;""
2025;2709;"49";"49378";"Vivy";"2025-05-19 15:55:00";1000;0;;0;0;1000;;;;;"Estimées";;"Involontaire (travaux)";"Non";;;;""
2025;19050;"84";"84007";"Avignon";"2025-05-19 15:57:00";10;0;0;0;0;10;;;;;"Estimées";;;"Non";;;;""
2025;1456;"29";"29047";"Le Drennec";"2025-05-19 17:11:00";50;0;;50;0;0;;;;;"Estimées";;;"Non";;;;""
2025;13038;"25";"25586";"Vandoncourt";"2025-05-19 17:28:28";20;0;;20;0;0;;;;;"Estimées";;;"Non";0;0;0;""
2025;1943;"51";"51065";"Blacy";"2025-05-19 17:29:00";200;0;;0;0;200;;;;;"Estimées";;;"Non";;;;""
2025;1379;"08";"08105";"Charleville-Mézières";"2025-05-19 17:38:00";3;0;;3;0;0;;;;;"Estimées";;"Malveillance";"Non";;;;""
2025;1944;"51";"51486";"Saint-Hilaire-le-Grand";"2025-05-19 18:04:00";10000;0;;10000;0;0;;;;;"Estimées";;;"Non";;;;""
2025;4244;"57";"57751";"Woippy";"2025-05-19 18:05:33";20;0;;20;0;0;;;;;"Estimées";;"Involontaire (travaux)";"Non";0;0;0;""
2025;4245;"57";"57757";"Yutz";"2025-05-19 18:16:08";10;0;;10;0;0;;;;;"Estimées";;"Involontaire (travaux)";"Non";0;0;0;""
2025;1945;"51";"51542";"Soizy-aux-Bois";"2025-05-19 18:26:00";100;0;;100;0;0;;;;;"Estimées";;;"Non";;;;""
2025;21274;"77";"77369";"Poincy";"2025-05-19 18:33:54";100;0;;100;0;0;;;;;"Estimées";;"Malveillance";"Non";0;0;0;""
2025;10186;"18";"18115";"Ivoy-le-Pré";"2025-05-19 18:58:00";10;0;;0;10;0;;;;;"Estimées";;;"Non";;;;""
2025;1561;"13";"13105";"Sénas";"2025-05-19 19:01:00";50;0;0;0;0;50;;;;;"Mesurées";;"Involontaire (travaux)";"Non";;;;""
2025;13037;"25";"25193";"Damprichard";"2025-05-19 19:05:33";20;0;;20;0;0;;;;;"Estimées";;;"Non";0;0;0;""
2025;22939;"85";"85035";"Bretignolles-sur-Mer";"2025-05-19 19:08:00";5;0;;0;0;5;;;;;"Estimées";;;"Non";;;;""
2025;4246;"57";"57060";"Bénestroff";"2025-05-19 19:11:08";20;0;;20;0;0;;;;;"Estimées";;"Involontaire (travaux)";"Non";0;0;0;""
2025;1457;"29";"29150";"Moëlan-sur-Mer";"2025-05-19 19:19:00";200;0;;0;0;200;;;;;"Estimées";;;"Non";;;;""
2025;1380;"08";"08491";"Vrigne aux Bois";"2025-05-19 19:56:00";1;0;;1;0;0;;;;;"Estimées";;"Involontaire (particulier)";"Non";;;;""
2025;1301;"37";"37156";"Montlouis-sur-Loire";"2025-05-19 19:58:00";40;0;;0;0;40;;;;;"Estimées";;;"Non";;;;""
2025;7685;"11";"11280";"Pépieux";"2025-05-19 20:01:00";1;0;0;;0;1;;;;;"Mesurées";;;"Non";0;0;0;""
2025;21114;"43";"43127";"Malvalette";"2025-05-19 20:11:00";1;0;;1;0;0;;;;;"Estimées";;;"Non";;;;""
2025;6292;"67";"67181";"Handschuheim";"2025-05-19 20:14:00";100;0;;100;0;0;;;;;"Estimées";;;"Non";;;;""
2025;1381;"08";"08383";"Saint-Juvin";"2025-05-19 21:38:00";10;0;;10;0;0;;;;;"Estimées";;"Involontaire (particulier)";"Non";;;;""
2025;7686;"11";"11425";"Villegailhenc";"2025-05-19 21:48:00";400;0;0;;0;400;;;;;"Mesurées";;;"Non";0;0;0;""
2025;4247;"57";"57447";"Marly";"2025-05-19 22:10:19";20;0;;20;0;0;;;;;"Estimées";;"Involontaire (travaux)";"Non";0;0;0;""
2025;11841;"03";"03076";"Chézy";"2025-05-19 22:20:59";30;0;;30;0;0;;;;;"Estimées";;;"Non";0;0;0;""
2025;1524;"13";"13026";"Châteauneuf-les-Martigues";"2025-05-20 05:28:00";500;0;0;0;0;500;;;;;"Mesurées";;"Accidentelle";"Non";;;;""
2025;1570;"13";"13004";"Arles";"2025-05-20 05:34:00";50;0;0;0;0;50;;;;;"Mesurées";;"Involontaire (particulier)";"Non";;;;""
2025;20549;"35";"35072";"Châtillon-en-Vendelais";"2025-05-20 08:10:00";50;0;;0;0;50;;;;;"Estimées";;;"Non";;;;""
2025;11132;"72";"72187";"Marigné-Laillé";"2025-05-20 09:02:00";10;5;;5;0;0;;;;;"Estimées";;;"Non";;;;""
2025;11150;"72";"72231";"Parigné-l'Évêque";"2025-05-20 10:00:00";600;600;;0;0;0;;;;;"Estimées";;;"Non";;;;""
2025;10692;"68";"68058";"Buhl";"2025-05-20 13:25:00";30;0;;30;0;0;;;;;"Estimées";;;"Non";;;;""
2025;2710;"49";"49284";"Saint-Germain-des-Prés";"2025-05-20 14:11:00";50;0;;0;0;50;;;;;"Estimées";;;"Non";;;;""
2025;1302;"37";"37122";"Joué-lès-Tours";"2025-05-20 14:49:00";2;0;;0;0;2;;;;;"Estimées";;;"Non";;;;""
2025;2711;"49";"49284";"Saint-Germain-des-Prés";"2025-05-20 14:54:00";2500;0;;0;2500;0;;;;;"Estimées";;"Involontaire (travaux)";"Non";;;;""
2025;11158;"72";"72357";"Thorée-les-Pins";"2025-05-20 15:06:00";20;20;;0;0;0;;;;;"Estimées";;;"Non";;;;""
2025;20594;"44";"44082";"Ligné";"2025-05-20 15:15:13";1000;0;;0;1000;0;;;;;"Estimées";;;"Non";;;;""
2025;2278;"45";"45082";"Châteauneuf-sur-Loire";"2025-05-20 15:27:00";15;0;;15;0;0;;;;;"Estimées";;;"Non";;;;""
2025;1303;"37";"37001";"Abilly";"2025-05-20 15:35:00";125;0;;0;0;125;;;;;"Estimées";;;"Non";;;;""
2025;1964;"51";"51448";"Prouilly";"2025-05-20 15:37:00";1500;0;;1500;0;0;;;;;"Estimées";;;"Non";;;;""
2025;2712;"49";"49244";"Mauges-sur-Loire";"2025-05-20 15:46:00";40;0;;0;0;40;;;;;"Estimées";;"Involontaire (particulier)";"Non";;;;""
2025;1325;"34";"34088";"Cournonterral";"2025-05-20 15:48:00";217;0;217;0;0;0;;;;;"Mesurées";"1";"Involontaire (particulier)";"Non";;;;""
2025;4248;"57";"57463";"Metz";"2025-05-20 16:02:27";20;0;;20;0;0;;;;;"Estimées";;"Accidentelle";"Non";0;0;0;""
2025;15069;"88";"88386";"Remomeix";"2025-05-20 16:17:00";5;0;;5;0;0;;;;;"Estimées";;;"Non";;;;""
2025;11535;"27";"27114";"Breuilpont";"2025-05-20 16:19:00";2000;0;;2000;0;0;;;;;"Estimées";;;"Non";;;;""
2025;11199;"72";"72054";"Champagné";"2025-05-20 16:34:00";201;0;;201;0;0;;;;;"Estimées";;;"Non";;;;""
2025;10859;"68";"68252";"Ostheim";"2025-05-20 16:49:00";1;0;;1;0;0;;;;;"Estimées";;;"Non";;;;""
2025;1382;"08";"08297";"Montcornet";"2025-05-20 17:07:00";4;0;;4;0;0;;;;;"Estimées";;"Involontaire (particulier)";"Non";;;;""
2025;10693;"68";"68366";"Wickerschwihr";"2025-05-20 17:52:00";1;0;;1;0;0;;;;;"Estimées";;;"Non";;;;""
2025;1366;"53";"53130";"Laval";"2025-05-20 18:02:00";1000;0;;1000;0;0;;;;;"Estimées";;"Malveillance";"Non";;;;""
2025;1304;"37";"37032";"Bournan";"2025-05-20 18:06:00";600;100;;0;0;500;;;;;"Estimées";;;"Non";;;;""
2025;21275;"77";"77336";"Neufmoutiers-en-Brie";"2025-05-20 18:13:23";20;0;;0;0;20;;;;;"Estimées";;;"Non";0;0;0;""
2025;19907;"16";"16380";"Le Tâtre";"2025-05-20 18:25:54";2;0;;0;0;2;;;;;"Estimées";;"Accidentelle";"Non";0;0;0;""
2025;20598;"44";"44169";"Saint-Julien-de-Concelles";"2025-05-20 18:41:06";10;0;;0;0;10;;;;;"Estimées";;;"Non";;;;""
2025;1966;"51";"51486";"Saint-Hilaire-le-Grand";"2025-05-20 18:58:00";20000;0;;20000;0;0;;;;;"Estimées";;;"Non";;;;""
2025;4249;"57";"57606";"Saint-Avold";"2025-05-20 20:17:22";20;0;;20;0;0;;;;;"Estimées";;"Involontaire (travaux)";"Non";0;0;0;""
2025;22940;"85";"85262";"Saint-Philbert-de-Bouaine";"2025-05-20 22:34:00";90;0;;0;0;90;;;;;"Estimées";;"Accidentelle";"Non";;;;""
2025;1586;"13";"13056";"Martigues";"2025-05-20 22:52:00";3;3;0;0;0;0;;;;;"Mesurées";;"Malveillance";"Non";;;;""
2025;1766;"26";"26182";"Mirabel-aux-Baronnies";"2025-05-20 23:36:00";25;0;0;0;0;25;;;;;"Estimées";;;"Non";;;;""
2025;4250;"57";"57642";"Scy-Chazelles";"2025-05-20 23:52:18";5;0;;5;0;0;;;;;"Estimées";;"Involontaire (travaux)";"Non";0;0;0;""
2025;4251;"57";"57275";"Guessling-Hémering";"2025-05-21 07:59:40";20;0;;20;0;0;;;;;"Estimées";;;"Non";0;0;0;""
2025;1324;"34";"34146";"Lunel-Viel";"2025-05-21 08:38:00";2;0;0;2;0;0;;;;;"Estimées";;"Malveillance";"Non";;;;""
2025;1881;"66";"66168";"Saint-André";"2025-05-21 08:44:00";2;0;0;0;2;0;;;;;"Estimées";;"Involontaire (travaux)";"Non";;;;""
2025;18393;"40";"40184";"Mimizan";"2025-05-21 10:06:00";2;2;;0;0;0;;;;;"Estimées";;"Accidentelle";"Non";0;0;0;""
2025;3205;"10";"10287";"Piney";"2025-05-21 11:55:00";50;0;;0;0;50;;;;;"Estimées";;;"Non";;;;""
2025;1323;"34";"34213";"Poussan";"2025-05-21 13:50:00";2000;0;0;2000;0;0;;;;;"Estimées";;"Malveillance";"Non";;;;""
2025;4252;"57";"57751";"Woippy";"2025-05-21 14:43:21";1;0;;1;0;0;;;;;"Estimées";;"Involontaire (travaux)";"Non";0;0;0;""
2025;4253;"57";"57206";"Fameck";"2025-05-21 16:24:48";3;0;;3;0;0;;;;;"Estimées";;"Involontaire (travaux)";"Non";0;0;0;""
2025;1882;"66";"66180";"Saint-Laurent-de-la-Salanque";"2025-05-21 16:28:00";10000;0;0;0;0;10000;;;;;"Estimées";;"Malveillance";"Non";;;;""
2025;4254;"57";"57606";"Saint-Avold";"2025-05-21 17:20:12";10;0;;10;0;0;;;;;"Estimées";;"Involontaire (travaux)";"Non";0;0;0;""
2025;1883;"66";"66186";"Saint-Nazaire";"2025-05-21 17:29:00";15;0;0;0;15;0;;;;;"Estimées";;"Involontaire (particulier)";"Non";;;;""
2025;10694;"68";"68345";"Urschenheim";"2025-05-21 17:31:00";4;0;;4;0;0;;;;;"Estimées";;;"Non";;;;""
2025;21895;"23";"23193";"Sainte-Feyre";"2025-05-21 18:47:00";6;0;;0;0;6;;;;;"Estimées";;"Malveillance";"Non";0;0;0;""
2025;10695;"68";"68043";"Bollwiller";"2025-05-21 19:16:00";1;0;;1;0;0;;;;;"Estimées";;;"Non";;;;""
2025;9563;"83";"83056";"Figanières";"2025-05-21 21:09:00";10;0;0;0;10;0;;;;;"Estimées";;;"Non";;;;""
2025;1322;"34";"34108";"Frontignan";"2025-05-21 21:14:00";10;0;0;10;0;0;;;;;"Estimées";;;"Non";;;;""
2025;10187;"18";"18133";"Lunery";"2025-05-21 21:36:00";1;0;;0;0;1;;;;;"Estimées";;;"Non";;;;""
2025;1321;"34";"34184";"Nizas";"2025-05-21 22:29:00";200;0;0;200;0;0;;;;;"Estimées";;"Malveillance";"Non";;;;""
2025;1383;"08";"08346";"Prix-lès-Mézières";"2025-05-22 09:40:00";10;0;;10;0;0;;;;;"Estimées";;"Involontaire (particulier)";"Non";;;;""
2025;21276;"77";"77137";"Courtacon";"2025-05-22 11:15:25";50;0;;0;0;50;;;;;"Estimées";;"Involontaire (particulier)";"Non";0;0;0;""
2025;1320;"34";"34172";"Montpellier";"2025-05-22 14:48:00";2;0;0;2;0;0;;;;;"Estimées";;"Naturelle";"Non";;;;""
2025;1884;"66";"66136";"Perpignan";"2025-05-22 14:56:00";100;0;0;0;0;100;;;;;"Estimées";;;"Non";;;;""
2025;1351;"13";"13055";"Marseille";"2025-05-22 14:58:00";50;0;0;50;0;0;;;;;"Estimées";"1";"Malveillance";"Non";;;;""
2025;1560;"13";"13089";"Saint-Andiol";"2025-05-22 15:53:00";10;0;0;0;0;10;;;;;"Mesurées";;"Involontaire (travaux)";"Non";;;;""
2025;1537;"13";"13051";"Lançon-Provence";"2025-05-22 15:56:00";7000;0;0;0;0;7000;;;;;"Mesurées";;"Malveillance";"Non";;;;""
2025;19655;"19";"19031";"Brive-la-Gaillarde";"2025-05-22 16:47:56";1;0;;0;0;1;;;;;"Estimées";;;"Non";0;0;0;""
2025;20550;"35";"35126";"Guichen";"2025-05-22 17:02:00";5;0;;0;0;5;;;;;"Estimées";;;"Non";;;;""
2025;2713;"49";"49269";"Saint-Christophe-du-Bois";"2025-05-22 17:02:00";20;0;;0;0;20;;;;;"Estimées";;;"Non";;;;""
2025;2315;"56";"56221";"Saint-Jacut-les-Pins";"2025-05-22 17:21:00";200;200;;0;0;0;;;;;"Estimées";;;"Non";;;;""
2025;1594;"13";"13050";"Lambesc";"2025-05-22 17:23:00";100;100;0;0;0;0;;;;;"Mesurées";;;"Non";;;;""
2025;5128;"89";"89460";"Villeneuve-la-Guyard";"2025-05-22 17:29:00";50;0;;0;50;0;;;;;"Estimées";;;"Non";;;;""
2025;20599;"44";"44164";"Saint-Hilaire-de-Chaléons";"2025-05-22 17:37:39";2;0;;0;0;2;;;;;"Estimées";;;"Non";;;;""
2025;2714;"49";"49218";"Montrevault-sur-Èvre";"2025-05-22 17:45:00";10;0;;0;0;10;;;;;"Estimées";;;"Non";;;;""
2025;1521;"13";"13014";"Berre-l'Étang";"2025-05-22 17:49:00";5000;0;0;0;0;5000;;;;;"Mesurées";;"Malveillance";"Non";;;;""
2025;10188;"18";"18242";"Sancoins";"2025-05-22 18:26:00";15;15;;0;0;0;;;;;"Estimées";;;"Non";;;;""
2025;1519;"13";"13047";"Istres";"2025-05-22 19:04:00";10;0;0;0;0;10;;;;;"Mesurées";;;"Non";;;;""
2025;11316;"72";"72264";"Sablé-sur-Sarthe";"2025-05-22 19:41:00";1200;0;;1200;0;0;;;;;"Estimées";;;"Non";;;;""
2025;1885;"66";"66016";"Banyuls-sur-Mer";"2025-05-22 20:12:00";2;0;0;0;2;0;;;;;"Estimées";;"Involontaire (particulier)";"Non";;;;""
2025;11013;"59";"59501";"Rieulay";"2025-05-22 20:34:00";100;0;;100;0;0;;;;;"Estimées";;"Involontaire (particulier)";"Non";;;;""
2025;1512;"13";"13096";"Saintes-Maries-de-la-Mer";"2025-05-22 20:42:00";10;0;0;0;0;10;;;;;"Mesurées";;;"Non";;;;""
2025;7688;"11";"11014";"Armissan";"2025-05-22 20:43:00";10;0;10;0;0;0;;;;;"Mesurées";"1";"Accidentelle";"Non";;;;""
2025;1886;"66";"66190";"Salses-le-Château";"2025-05-22 20:51:00";1;0;0;0;0;1;;;;;"Estimées";;;"Non";;;;""
2025;11016;"59";"59603";"Trith-Saint-Léger";"2025-05-22 20:56:00";15;0;;15;0;0;;;;;"Mesurées";;"Accidentelle";"Non";;;;""
2025;17133;"30";"30276";"Saint-Laurent-d'Aigouze";"2025-05-22 23:13:00";1000;0;0;1000;0;0;;;;;"Estimées";;"Involontaire (travaux)";"Non";0;0;0;""
2025;21896;"23";"23176";"La Souterraine";"2025-05-23 00:02:00";40;0;;0;0;40;;;;;"Estimées";;;"Non";0;0;0;""
2025;1532;"13";"13047";"Istres";"2025-05-23 06:56:00";10;10;0;0;0;0;;;;;"Mesurées";;"Malveillance";"Non";;;;""
2025;18668;"38";"38389";"Saint-Georges-d'Espéranche";"2025-05-23 08:31:00";10;0;;10;0;0;;;;;"Estimées";;;"Non";0;0;0;""
2025;1513;"13";"13004";"Arles";"2025-05-23 09:10:00";8000;0;0;0;0;8000;;;;;"Mesurées";;"Involontaire (travaux)";"Non";;;;""
2025;1887;"66";"66058";"Corneilla-la-Rivière";"2025-05-23 10:15:00";400;0;0;0;0;400;;;;;"Estimées";;"Involontaire (particulier)";"Non";;;;""
2025;1967;"51";"51357";"Matougues";"2025-05-23 10:55:00";200;0;;200;0;0;;;;;"Estimées";;;"Non";;;;""
2025;2715;"49";"49080";"Les Hauts-d'Anjou";"2025-05-23 10:56:00";1;0;;0;0;1;;;;;"Estimées";;;"Non";;;;""
2025;4255;"57";"57172";"Denting";"2025-05-23 11:13:15";25;0;;25;0;0;;;;;"Estimées";;"Accidentelle";"Non";0;0;0;""
2025;1319;"34";"34010";"Aniane";"2025-05-23 11:21:00";10;0;0;10;0;0;;;;;"Estimées";;"Malveillance";"Non";;;;""
2025;1348;"2B";"2B244";"Popolasca";"2025-05-23 11:31:00";20;0;0;20;0;0;;;;;"Estimées";;;"Non";;;;""
2025;1333;"05";"05101";"Vallouise-Pelvoux";"2025-05-23 12:01:00";2;0;0;2;0;0;;;;;"Estimées";"5";"Involontaire (particulier)";"Non";;;;""
2025;4256;"57";"57206";"Fameck";"2025-05-23 12:03:21";20;0;;20;0;0;;;;;"Estimées";;"Involontaire (travaux)";"Non";0;0;0;""
2025;1968;"51";"51390";"Moussy";"2025-05-23 12:08:00";300;0;;0;0;300;;;;;"Estimées";;;"Non";;;;""
2025;13671;"50";"50417";"Quettehou";"2025-05-23 12:34:43";40;0;;0;0;40;;;;;"Estimées";;;"Non";;;;""
2025;17134;"30";"30263";"Saint-Hippolyte-du-Fort";"2025-05-23 12:39:00";1000;0;0;1000;0;0;;;;;"Estimées";;"Malveillance";"Non";0;0;0;""
2025;1889;"66";"66016";"Banyuls-sur-Mer";"2025-05-23 13:12:00";25;0;0;0;0;25;;;;;"Estimées";;;"Non";;;;""
2025;17135;"30";"30257";"Saint-Gervasy";"2025-05-23 13:35:00";1000;0;0;1000;0;0;;;;;"Estimées";;;"Non";0;0;0;""
2025;1890;"66";"66190";"Salses-le-Château";"2025-05-23 13:46:00";300;0;0;0;0;300;;;;;"Estimées";;;"Non";;;;""
2025;1544;"13";"13047";"Istres";"2025-05-23 14:03:00";20;0;0;0;0;20;;;;;"Mesurées";;"Malveillance";"Non";;;;""
2025;19051;"84";"84131";"Taillades";"2025-05-23 14:22:00";20;0;0;0;20;0;;;;;"Estimées";;;"Non";;;;""
2025;22649;"974";"97413";"Saint-Leu";"2025-05-23 14:32:00";100;0;;0;100;0;;;;;"Estimées";;;"Non";0;0;0;""
2025;1566;"13";"13014";"Berre-l'Étang";"2025-05-23 15:04:00";500;0;0;0;0;500;;;;;"Mesurées";;;"Non";;;;""
2025;1891;"66";"66136";"Perpignan";"2025-05-23 15:11:00";5;0;0;0;0;5;;;;;"Estimées";;"Involontaire (particulier)";"Non";;;;""
2025;22651;"974";"97413";"Saint-Leu";"2025-05-23 15:12:00";200;0;;200;0;0;;;;;"Estimées";;;"Non";0;0;0;""
2025;1458;"29";"29202";"Plounéour-Ménez";"2025-05-23 15:17:00";300;0;;0;300;0;;;;;"Estimées";;;"Non";;;;""
2025;1888;"66";"66189";"Saleilles";"2025-05-23 15:52:00";40;0;0;0;0;40;;;;;"Estimées";;;"Non";;;;""
2025;1384;"08";"08043";"Balan";"2025-05-23 16:01:00";50;0;;50;0;0;;;;;"Estimées";;"Malveillance";"Non";;;;""
2025;1392;"05";"05061";"Gap";"2025-05-23 16:03:00";5;0;0;0;0;5;;;;;"Estimées";"5";"Involontaire (travaux)";"Non";;;;""
2025;21897;"23";"23062";"Chéniers";"2025-05-23 16:20:00";50;0;;0;50;0;;;;;"Estimées";;"Accidentelle";"Non";0;0;0;""
2025;5130;"89";"89008";"Angely";"2025-05-23 16:38:00";6;0;;0;6;0;;;;;"Estimées";;;"Non";;;;""
2025;1318;"34";"34022";"Baillargues";"2025-05-23 16:39:00";1;0;0;0;0;1;;;;;"Estimées";;"Malveillance";"Non";;;;""
2025;5131;"89";"89464";"Villeneuve-sur-Yonne";"2025-05-23 16:40:00";400;0;;400;0;0;;;;;"Estimées";;"Accidentelle";"Non";;;;""
2025;1559;"13";"13036";"Eyragues";"2025-05-23 16:42:00";20;0;0;0;0;20;;;;;"Mesurées";;"Involontaire (travaux)";"Non";;;;""
2025;21277;"77";"77418";"Saint-Loup-de-Naud";"2025-05-23 16:43:39";1;0;;1;0;0;;;;;"Estimées";;;"Non";0;0;0;""
2025;4257;"57";"57594";"Roppeviller";"2025-05-23 16:43:42";100;0;;100;0;0;;;;;"Estimées";;"Involontaire (travaux)";"Non";0;0;0;""
2025;1305;"37";"37004";"Anché";"2025-05-23 16:58:00";300;0;;0;0;300;;;;;"Estimées";;;"Non";;;;""
2025;20600;"44";"44003";"Ancenis-Saint-Géréon";"2025-05-23 17:06:13";200;0;;0;0;200;;;;;"Estimées";;;"Non";;;;""
2025;2717;"49";"49069";"Champtoceaux";"2025-05-23 17:08:00";100;0;;0;0;100;;;;;"Estimées";;;"Non";;;;""
2025;19052;"84";"84118";"Saint-Saturnin-lès-Apt";"2025-05-23 17:17:00";20;0;0;0;0;20;;;;;"Estimées";;;"Non";;;;""
2025;1459;"29";"29076";"Milizac-Guipronvel";"2025-05-23 17:24:00";15;0;;15;0;0;;;;;"Estimées";;;"Non";;;;""
2025;10189;"18";"18220";"Saint-Léger-le-Petit";"2025-05-23 17:38:00";10;0;;10;0;0;;;;;"Estimées";;;"Non";;;;""
2025;1385;"08";"08105";"Charleville-Mézières";"2025-05-23 17:42:00";50;0;;50;0;0;;;;;"Estimées";;"Malveillance";"Non";;;;""
2025;2718;"49";"49301";"Sèvremoine";"2025-05-23 17:57:00";10;0;;0;10;0;;;;;"Estimées";;;"Non";;;;""
2025;17136;"30";"30136";"Junas";"2025-05-23 18:19:00";1000;0;0;1000;0;0;;;;;"Estimées";;;"Non";0;0;0;""
2025;1367;"53";"53048";"Chailland";"2025-05-23 19:21:00";36;0;;0;0;36;;;;;"Mesurées";;;"Non";;;;""
2025;1520;"13";"13047";"Istres";"2025-05-23 20:10:00";500;0;0;0;0;500;;;;;"Mesurées";;"Malveillance";"Non";;;;""
2025;1317;"34";"34063";"Caux";"2025-05-23 20:48:00";5000;0;0;0;5000;0;;;;;"Estimées";;"Involontaire (travaux)";"Non";;;;""
2025;5580;"22";"22264";"La Roche-Jaudy";"2025-05-23 20:51:50";500;0;;500;0;0;;;;;"Estimées";;;"Non";;;;""
2025;20601;"44";"44014";"Le Bignon";"2025-05-23 23:04:11";60;0;;0;0;60;;;;;"Estimées";;;"Non";;;;""
2025;19053;"84";"84035";"Cavaillon";"2025-05-23 23:06:00";10;0;0;10;0;0;;;;;"Estimées";;;"Non";;;;""
2025;19840;"76";"76709";"Le Trait";"2025-05-23 23:09:00";6;0;;0;0;6;;;;;"Estimées";;;"Non";;;;""
2025;2654;"04";"04145";"Peipin";"2025-05-23 23:37:00";700;0;0;700;0;0;;;;;"Estimées";;"Involontaire (particulier)";;;;;"Données partielles ou non valides"
2025;7687;"11";"11014";"Armissan";"2025-05-24 01:51:00";10;0;0;;0;10;;;;;"Mesurées";;;"Non";0;0;0;""
2025;11011;"59";"59360";"Loos";"2025-05-24 05:31:00";90;0;;90;0;0;;;;;"Mesurées";;"Accidentelle";"Non";;;;""
